,referencing,referenced,total_refs,direct_ref,length
715,1a014a076cac3c7f5d81a084e296c095f9230437,641a9d87b9636d4ef2e353a569ddede68bd29131,4,False,155.36910195033843
718,1a014a076cac3c7f5d81a084e296c095f9230437,68cd87dc4e11543bd3d3aa05aae547cddcb3756b,6,False,138.75723881769215
720,1a014a076cac3c7f5d81a084e296c095f9230437,8fcbc38e7196b0dc8748f04cd6101e71f92c158e,8,False,146.3183819916414
723,1a014a076cac3c7f5d81a084e296c095f9230437,00e9ad82a2bb18b94e15010de34ca470c684895c,6,False,117.63645391211801
724,1a014a076cac3c7f5d81a084e296c095f9230437,0ea24ffe3bee9faeeead947c6c7ab00c99f5ccf2,4,False,152.5258986996427
726,1a014a076cac3c7f5d81a084e296c095f9230437,5042cb5efad30f443adef472b8748e1b7bb0452f,8,False,138.2725720183901
728,1a014a076cac3c7f5d81a084e296c095f9230437,393c5d7517fbcbdbcd1878d32af9f98c4414ac14,4,False,121.92954739837847
731,1a014a076cac3c7f5d81a084e296c095f9230437,615b73057d8b0ac9fb251db70264ee0e9131086c,4,False,128.49310733948482
732,1a014a076cac3c7f5d81a084e296c095f9230437,83030f1819e40215934231253d5629583cad23a8,4,False,126.57417922698218
738,1a014a076cac3c7f5d81a084e296c095f9230437,5c9529259e180dea589447d9b7414a998286e1c2,5,False,123.20417161813648
739,1a014a076cac3c7f5d81a084e296c095f9230437,ee73f5f94b654d2da610e74e3ab0c6420826e8ea,6,False,127.73000775352472
740,1a014a076cac3c7f5d81a084e296c095f9230437,71d51281ec16ac8feb5f22d04262858ba2cb9bc0,6,False,116.24590061500666
741,1a014a076cac3c7f5d81a084e296c095f9230437,3dabda9bee839bb5e39884e4bd7d08385e36d9b9,6,False,118.89119650425428
742,1a014a076cac3c7f5d81a084e296c095f9230437,9f87a11a523e4680e61966e36ea2eac516096f23,6,False,118.20879324256947
743,1a014a076cac3c7f5d81a084e296c095f9230437,0877cd35d860e0ff3220c8927178c8fd3d880348,4,False,120.85224398752797
744,1a014a076cac3c7f5d81a084e296c095f9230437,3ae4c114bac244e5f20b9061ada3f4248e815139,4,False,114.64338688748926
745,1a014a076cac3c7f5d81a084e296c095f9230437,3af40a20d8d39747a4f5658af2d495b5e41b5f57,5,False,125.76465190180228
747,1a014a076cac3c7f5d81a084e296c095f9230437,8012c4a1e2ca663f1a04e80cbb19631a00cbab27,7,False,130.00832887430798
748,1a014a076cac3c7f5d81a084e296c095f9230437,1d7d0e8c4791700defd4b0df82a26b50055346e0,6,False,132.47540583060956
749,1a014a076cac3c7f5d81a084e296c095f9230437,cda1c82b9d48b5cc94ae5bda33e864d95b3053dd,4,False,125.04000605602765
750,1a014a076cac3c7f5d81a084e296c095f9230437,605402e235bd62437baf3c9ebefe77fb4d92ee95,9,False,141.45995540994397
752,1a014a076cac3c7f5d81a084e296c095f9230437,be01b49cec664c21e6789cc77d9c836e62cc3b99,6,False,61.192608406724915
753,1a014a076cac3c7f5d81a084e296c095f9230437,89794232987d3973109ba78327a4c989a6e4970b,4,False,142.87309334610967
755,1a014a076cac3c7f5d81a084e296c095f9230437,86876c68d05af50330d07ee10790ddcf6578c7d9,5,False,129.23236001302624
756,1a014a076cac3c7f5d81a084e296c095f9230437,cc26364e66f9a6ae80bbb41f0023cc53780ad0a6,5,False,123.58134981195379
759,1a014a076cac3c7f5d81a084e296c095f9230437,974bf001626115b669aa92f6851d02accd8b9f00,6,False,124.14088155843217
760,1a014a076cac3c7f5d81a084e296c095f9230437,a320b5e679ea0aacefcf847386dd8ee790ac073b,7,False,102.71619180568949
762,1a014a076cac3c7f5d81a084e296c095f9230437,bd947b109a9803a390865ac8d1a7549504d452ca,4,False,127.64111951547437
765,1a014a076cac3c7f5d81a084e296c095f9230437,c034f8ce0898388419ced7b701485eb46cd4717e,5,False,108.34755410473478
766,1a014a076cac3c7f5d81a084e296c095f9230437,badb0516cf0ca095c4370a41795323e40e43372c,6,False,103.3892767196285
768,1a014a076cac3c7f5d81a084e296c095f9230437,5d203021cf91e4ed5aeffe4e3a7704814cbe6d48,6,False,106.47427615624107
769,1a014a076cac3c7f5d81a084e296c095f9230437,d36efb9ad91e00faa334b549ce989bfae7e2907a,8,False,85.50454913542353
770,1a014a076cac3c7f5d81a084e296c095f9230437,9903c333828bbe06bd54b90e0e50d62f8f95b759,4,False,100.87874658284659
771,1a014a076cac3c7f5d81a084e296c095f9230437,86dd743c8408f216a3b40f47a9236872cd433423,6,False,97.37310485388491
821,8c25c36f141a121fb4a3765ebc5f256c46f19058,cfc63624984c37c5a5221ecccabf371f7b47c6e4,4,False,166.672444465565
824,8c25c36f141a121fb4a3765ebc5f256c46f19058,7400f953e1b12888e857b67ff4fd60f4b15f259c,4,False,100.00352581964782
826,8c25c36f141a121fb4a3765ebc5f256c46f19058,a17c8d7670e04e7291ed66f725a1cf1c62064922,5,False,170.41958767440127
870,573580048a171654d4301e3fe25e82930971e079,8fcbc38e7196b0dc8748f04cd6101e71f92c158e,8,False,130.1681867054268
875,573580048a171654d4301e3fe25e82930971e079,bd1dad58964790cf2e0045b2bc2a07d275f37789,5,False,142.04381085706262
877,573580048a171654d4301e3fe25e82930971e079,00e9ad82a2bb18b94e15010de34ca470c684895c,6,False,140.45384595390846
880,573580048a171654d4301e3fe25e82930971e079,5042cb5efad30f443adef472b8748e1b7bb0452f,8,False,140.3696437007568
882,573580048a171654d4301e3fe25e82930971e079,8fb91a57bf518b3cd4b264a6000aa0048e2c3941,4,False,137.06149507196437
893,573580048a171654d4301e3fe25e82930971e079,83030f1819e40215934231253d5629583cad23a8,4,False,134.85076988299366
908,573580048a171654d4301e3fe25e82930971e079,18ab02548f0bb37734e90388669b479578ea4550,6,False,146.09439453934783
909,573580048a171654d4301e3fe25e82930971e079,04282d7cc824dfc57582d8f3abc44afe7c58fc4c,5,False,138.7680557260329
910,573580048a171654d4301e3fe25e82930971e079,322ed43aace4914640ef1e1ee3a7e796f55e6606,5,False,128.59222718041877
913,573580048a171654d4301e3fe25e82930971e079,ee73f5f94b654d2da610e74e3ab0c6420826e8ea,6,False,141.9938656225336
915,573580048a171654d4301e3fe25e82930971e079,0877cd35d860e0ff3220c8927178c8fd3d880348,4,False,132.68324020962027
930,573580048a171654d4301e3fe25e82930971e079,79fe558ea9e13f4bdbbd1c8ddef8e863c0839d80,5,False,130.9107104213714
934,573580048a171654d4301e3fe25e82930971e079,fe1f6a674cd1b7bb612b145bbb62eed61fbc9833,6,False,140.65005189418548
937,573580048a171654d4301e3fe25e82930971e079,76361a44e145732a39dbc68d9418871038c83be2,4,False,145.69996580143524
951,df4d07c1535fc9b98eff715d79dbc9d0a290e65d,ce38b7a0143ecf6d0938eb9c5965934865d28f82,4,False,147.17970183271453
956,df4d07c1535fc9b98eff715d79dbc9d0a290e65d,bd1dad58964790cf2e0045b2bc2a07d275f37789,5,False,169.28094096561253
957,df4d07c1535fc9b98eff715d79dbc9d0a290e65d,8fb91a57bf518b3cd4b264a6000aa0048e2c3941,4,False,161.4532007501307
965,df4d07c1535fc9b98eff715d79dbc9d0a290e65d,1f3b15c188ee8410c342f387e61ec571759dd287,6,False,168.23170501575933
973,df4d07c1535fc9b98eff715d79dbc9d0a290e65d,04282d7cc824dfc57582d8f3abc44afe7c58fc4c,5,False,164.39140089512537
976,df4d07c1535fc9b98eff715d79dbc9d0a290e65d,86876c68d05af50330d07ee10790ddcf6578c7d9,5,False,153.44957164592327
977,df4d07c1535fc9b98eff715d79dbc9d0a290e65d,fe1f6a674cd1b7bb612b145bbb62eed61fbc9833,6,False,146.455446860088
1012,89add45c9caad711b1972a5dab9d3f83a1c40ae4,f204c80c374772d66f28519795bd8929d0abf45a,6,False,137.68104094098476
1033,89add45c9caad711b1972a5dab9d3f83a1c40ae4,21e47a5b98afa4c56844a18c117461dc6150956d,4,False,153.1822835679975
1045,89add45c9caad711b1972a5dab9d3f83a1c40ae4,a98b48c6746c9da9759badfcdf2870bc56697642,5,False,148.72032965353665
1049,89add45c9caad711b1972a5dab9d3f83a1c40ae4,11918df72cdbd53021e00a67bc5f83c16cee0395,4,False,143.13391499692017
1100,218192dad90ade9b1d4389aa907fd642e698ad4e,2515e1a0c35376ebaedfd852a8f853443d0845a0,4,False,125.71066350273767
1110,218192dad90ade9b1d4389aa907fd642e698ad4e,26cf1230a1042ae5b8570c221c079fc5b9a32b8b,4,False,160.64317505586067
1113,218192dad90ade9b1d4389aa907fd642e698ad4e,1f3b15c188ee8410c342f387e61ec571759dd287,6,False,138.66475916081745
1129,218192dad90ade9b1d4389aa907fd642e698ad4e,4977756d2f23c07292d8d7ca28098bcd5bdf3f89,4,False,128.88656195680582
1150,218192dad90ade9b1d4389aa907fd642e698ad4e,da48257d68626f1fc3b1bfdb7b8898adf1c9d31c,4,False,163.85593955004023
1157,218192dad90ade9b1d4389aa907fd642e698ad4e,3ae4c114bac244e5f20b9061ada3f4248e815139,4,False,137.211830814901
1158,218192dad90ade9b1d4389aa907fd642e698ad4e,ebf5cb8e570a6995989db749592ace16bc3f5d2b,4,False,155.0224253781947
1188,218192dad90ade9b1d4389aa907fd642e698ad4e,a320b5e679ea0aacefcf847386dd8ee790ac073b,7,False,108.95365600115568
1200,218192dad90ade9b1d4389aa907fd642e698ad4e,c034f8ce0898388419ced7b701485eb46cd4717e,5,False,127.73763418466982
1249,4fadacdfc35d19a016e24223d778058c099f3bab,21e47a5b98afa4c56844a18c117461dc6150956d,4,False,146.45960140468299
1260,4fadacdfc35d19a016e24223d778058c099f3bab,a98b48c6746c9da9759badfcdf2870bc56697642,5,False,140.83423645149475
1263,4fadacdfc35d19a016e24223d778058c099f3bab,11918df72cdbd53021e00a67bc5f83c16cee0395,4,False,148.07255774843412
1293,3e8809e95fde05760bfe07806f37f1b0e49da32f,cfc63624984c37c5a5221ecccabf371f7b47c6e4,4,False,152.42940900411205
1294,3e8809e95fde05760bfe07806f37f1b0e49da32f,7400f953e1b12888e857b67ff4fd60f4b15f259c,4,False,126.71589748406551
1297,3e8809e95fde05760bfe07806f37f1b0e49da32f,a17c8d7670e04e7291ed66f725a1cf1c62064922,5,False,160.1718813982955
1317,3e8809e95fde05760bfe07806f37f1b0e49da32f,da48257d68626f1fc3b1bfdb7b8898adf1c9d31c,4,False,160.01321959121236
1319,3e8809e95fde05760bfe07806f37f1b0e49da32f,67961ea72e01ede3d9f94985468478c1f2e116c4,4,False,140.58742012049987
1325,3e8809e95fde05760bfe07806f37f1b0e49da32f,cc26364e66f9a6ae80bbb41f0023cc53780ad0a6,5,False,136.06415938401085
1347,532551ab6713a9fdab7c517401dd6d81b102c3dd,68cd87dc4e11543bd3d3aa05aae547cddcb3756b,6,False,127.41702015630163
1350,532551ab6713a9fdab7c517401dd6d81b102c3dd,16cd7a24d117f61da645fba1b4cc31839dff2805,4,False,112.30143029938415
1361,532551ab6713a9fdab7c517401dd6d81b102c3dd,df7c3e4896e24e78c46a5d62abb4c82e636bf26c,5,False,106.40176245126214
1365,532551ab6713a9fdab7c517401dd6d81b102c3dd,12b9019f99a315a137400389ee7c6faa4cceef35,11,False,130.50641650066018
1367,532551ab6713a9fdab7c517401dd6d81b102c3dd,2811534b332206223188687e214ebbde0f2f294d,6,False,120.19939680829204
1369,532551ab6713a9fdab7c517401dd6d81b102c3dd,5044cc06a0f4f7e57fa65b26a5deb42939c42dcd,4,False,114.42314460094462
1421,329705a255360c8f86a10d909a92794ed8a0857a,8fcbc38e7196b0dc8748f04cd6101e71f92c158e,8,False,112.53995891297899
1428,329705a255360c8f86a10d909a92794ed8a0857a,639357ad1158329920eeefddabe6ca1602eec486,4,False,123.19860909678479
1437,329705a255360c8f86a10d909a92794ed8a0857a,9f87a11a523e4680e61966e36ea2eac516096f23,6,False,142.04852209596606
1438,329705a255360c8f86a10d909a92794ed8a0857a,be01b49cec664c21e6789cc77d9c836e62cc3b99,6,False,74.59665222275535
1439,329705a255360c8f86a10d909a92794ed8a0857a,974bf001626115b669aa92f6851d02accd8b9f00,6,False,141.08535219364936
1441,329705a255360c8f86a10d909a92794ed8a0857a,d36efb9ad91e00faa334b549ce989bfae7e2907a,8,False,83.78409878785105
1442,329705a255360c8f86a10d909a92794ed8a0857a,9903c333828bbe06bd54b90e0e50d62f8f95b759,4,False,120.70560942591963
1443,329705a255360c8f86a10d909a92794ed8a0857a,86dd743c8408f216a3b40f47a9236872cd433423,6,False,116.32303473780021
1455,05b82cb6c29bdd29e2c067fb81006db8dd8b9097,f204c80c374772d66f28519795bd8929d0abf45a,6,False,143.7789530081307
1466,05b82cb6c29bdd29e2c067fb81006db8dd8b9097,246b9ed99e5b412051e50cfcd0c01bea5d183f59,5,False,114.51001807399004
1493,05b82cb6c29bdd29e2c067fb81006db8dd8b9097,21e47a5b98afa4c56844a18c117461dc6150956d,4,False,142.00453951156607
1496,05b82cb6c29bdd29e2c067fb81006db8dd8b9097,c2023aaa8b6e633176cc233867b501707f5de417,4,False,74.318862087573
1501,05b82cb6c29bdd29e2c067fb81006db8dd8b9097,11918df72cdbd53021e00a67bc5f83c16cee0395,4,False,132.26524446170498
1506,05b82cb6c29bdd29e2c067fb81006db8dd8b9097,89131b70047798e22701bf4f5be12cf44abfdc4f,4,False,105.15618939218017
1522,05b82cb6c29bdd29e2c067fb81006db8dd8b9097,3c6f34131ad83fda26a3d8ca9892a6705fd40d11,5,False,132.18277929863703
1592,2e744656a2a84ee576a03a51bc875f6b16616728,16cd7a24d117f61da645fba1b4cc31839dff2805,4,False,127.5899474803466
1654,2e744656a2a84ee576a03a51bc875f6b16616728,79be51d2b7086ddeb4de107b44fbccf452442b92,4,False,150.36892601077923
1681,2e744656a2a84ee576a03a51bc875f6b16616728,2fadaf7de123eb068a69dd7dfedb59ef85ee391b,4,False,152.51315355230867
1693,2e744656a2a84ee576a03a51bc875f6b16616728,12b9019f99a315a137400389ee7c6faa4cceef35,11,False,140.12007280228627
1768,3bf6af7c8b42a205e4c9efd247317f7c2105a7bc,16cd7a24d117f61da645fba1b4cc31839dff2805,4,False,150.83116549073276
1789,3bf6af7c8b42a205e4c9efd247317f7c2105a7bc,91bf62ef88c5f1308b060ae684923c8bf4db004a,4,False,145.479809889397
1803,3bf6af7c8b42a205e4c9efd247317f7c2105a7bc,79be51d2b7086ddeb4de107b44fbccf452442b92,4,False,146.61197549559859
1813,3bf6af7c8b42a205e4c9efd247317f7c2105a7bc,2fadaf7de123eb068a69dd7dfedb59ef85ee391b,4,False,159.92633550453849
1822,3bf6af7c8b42a205e4c9efd247317f7c2105a7bc,12b9019f99a315a137400389ee7c6faa4cceef35,11,False,160.79320570216368
1824,3bf6af7c8b42a205e4c9efd247317f7c2105a7bc,2811534b332206223188687e214ebbde0f2f294d,6,False,139.97500853668532
1852,462ebec7d0865d79a74e2b61b5758a4d51b96fbf,f204c80c374772d66f28519795bd8929d0abf45a,6,False,154.1155942165416
1858,462ebec7d0865d79a74e2b61b5758a4d51b96fbf,246b9ed99e5b412051e50cfcd0c01bea5d183f59,5,False,125.17520644445315
1866,462ebec7d0865d79a74e2b61b5758a4d51b96fbf,5c73166c626eb0fec0ff619cb532dbd71bbd6bfd,4,False,151.6487460990586
1869,462ebec7d0865d79a74e2b61b5758a4d51b96fbf,c2023aaa8b6e633176cc233867b501707f5de417,4,False,132.68744333912028
1871,462ebec7d0865d79a74e2b61b5758a4d51b96fbf,c9497871188157119a33aefb6fd556786a578596,5,False,157.3240496601372
1882,462ebec7d0865d79a74e2b61b5758a4d51b96fbf,89131b70047798e22701bf4f5be12cf44abfdc4f,4,False,85.36916869697455
1903,11cc9dd9e67a515bf612d2f75cc6b25e3be34d93,ce38b7a0143ecf6d0938eb9c5965934865d28f82,4,False,135.06004238656655
1919,11cc9dd9e67a515bf612d2f75cc6b25e3be34d93,bd1dad58964790cf2e0045b2bc2a07d275f37789,5,False,153.75047289908076
1921,11cc9dd9e67a515bf612d2f75cc6b25e3be34d93,00e9ad82a2bb18b94e15010de34ca470c684895c,6,False,143.22761255761344
1950,11cc9dd9e67a515bf612d2f75cc6b25e3be34d93,26cf1230a1042ae5b8570c221c079fc5b9a32b8b,4,False,158.20577120017467
1957,11cc9dd9e67a515bf612d2f75cc6b25e3be34d93,1f3b15c188ee8410c342f387e61ec571759dd287,6,False,152.0809654381806
1975,11cc9dd9e67a515bf612d2f75cc6b25e3be34d93,4977756d2f23c07292d8d7ca28098bcd5bdf3f89,4,False,137.40072856640833
1977,11cc9dd9e67a515bf612d2f75cc6b25e3be34d93,18ab02548f0bb37734e90388669b479578ea4550,6,False,141.91074791001395
1993,11cc9dd9e67a515bf612d2f75cc6b25e3be34d93,ebf5cb8e570a6995989db749592ace16bc3f5d2b,4,False,166.61914090621198
2002,641a9d87b9636d4ef2e353a569ddede68bd29131,329705a255360c8f86a10d909a92794ed8a0857a,5,False,130.51504646040576
2005,641a9d87b9636d4ef2e353a569ddede68bd29131,68cd87dc4e11543bd3d3aa05aae547cddcb3756b,6,False,143.33707011709404
2006,641a9d87b9636d4ef2e353a569ddede68bd29131,8fcbc38e7196b0dc8748f04cd6101e71f92c158e,8,False,179.7293826063587
2007,641a9d87b9636d4ef2e353a569ddede68bd29131,00e9ad82a2bb18b94e15010de34ca470c684895c,6,False,130.27157768480586
2008,641a9d87b9636d4ef2e353a569ddede68bd29131,f204c80c374772d66f28519795bd8929d0abf45a,6,False,144.3821611868106
2009,641a9d87b9636d4ef2e353a569ddede68bd29131,870138cbd639721270ccf1c360bad5f6d72f9a4a,4,False,122.09568941772216
2010,641a9d87b9636d4ef2e353a569ddede68bd29131,0ea24ffe3bee9faeeead947c6c7ab00c99f5ccf2,4,False,163.17348237721495
2012,641a9d87b9636d4ef2e353a569ddede68bd29131,2515e1a0c35376ebaedfd852a8f853443d0845a0,4,False,129.77199592258688
2013,641a9d87b9636d4ef2e353a569ddede68bd29131,393c5d7517fbcbdbcd1878d32af9f98c4414ac14,4,False,133.99146801795376
2014,641a9d87b9636d4ef2e353a569ddede68bd29131,615b73057d8b0ac9fb251db70264ee0e9131086c,4,False,137.91492827777282
2015,641a9d87b9636d4ef2e353a569ddede68bd29131,83030f1819e40215934231253d5629583cad23a8,4,False,134.57814899991894
2019,641a9d87b9636d4ef2e353a569ddede68bd29131,5c9529259e180dea589447d9b7414a998286e1c2,5,False,118.3291115495396
2021,641a9d87b9636d4ef2e353a569ddede68bd29131,71d51281ec16ac8feb5f22d04262858ba2cb9bc0,6,False,126.83667497773993
2022,641a9d87b9636d4ef2e353a569ddede68bd29131,3dabda9bee839bb5e39884e4bd7d08385e36d9b9,6,False,136.2221326714914
2023,641a9d87b9636d4ef2e353a569ddede68bd29131,9f87a11a523e4680e61966e36ea2eac516096f23,6,False,112.35383372630197
2026,641a9d87b9636d4ef2e353a569ddede68bd29131,cda1c82b9d48b5cc94ae5bda33e864d95b3053dd,4,False,131.20643709864964
2027,641a9d87b9636d4ef2e353a569ddede68bd29131,605402e235bd62437baf3c9ebefe77fb4d92ee95,9,False,145.04725091427883
2028,641a9d87b9636d4ef2e353a569ddede68bd29131,be01b49cec664c21e6789cc77d9c836e62cc3b99,6,False,79.20858380746965
2029,641a9d87b9636d4ef2e353a569ddede68bd29131,89794232987d3973109ba78327a4c989a6e4970b,4,False,153.46630674488145
2030,641a9d87b9636d4ef2e353a569ddede68bd29131,cc26364e66f9a6ae80bbb41f0023cc53780ad0a6,5,False,129.17580092013546
2031,641a9d87b9636d4ef2e353a569ddede68bd29131,974bf001626115b669aa92f6851d02accd8b9f00,6,False,117.51855879812992
2032,641a9d87b9636d4ef2e353a569ddede68bd29131,a320b5e679ea0aacefcf847386dd8ee790ac073b,7,False,110.12905418660159
2033,641a9d87b9636d4ef2e353a569ddede68bd29131,bd947b109a9803a390865ac8d1a7549504d452ca,4,False,138.88354203526478
2034,641a9d87b9636d4ef2e353a569ddede68bd29131,badb0516cf0ca095c4370a41795323e40e43372c,6,False,115.80620743642633
2035,641a9d87b9636d4ef2e353a569ddede68bd29131,5d203021cf91e4ed5aeffe4e3a7704814cbe6d48,6,False,114.19103552885346
2037,641a9d87b9636d4ef2e353a569ddede68bd29131,d36efb9ad91e00faa334b549ce989bfae7e2907a,8,False,92.4939739511805
2038,641a9d87b9636d4ef2e353a569ddede68bd29131,9903c333828bbe06bd54b90e0e50d62f8f95b759,4,False,95.6355359839546
2039,641a9d87b9636d4ef2e353a569ddede68bd29131,86dd743c8408f216a3b40f47a9236872cd433423,6,False,105.10706540818163
2040,641a9d87b9636d4ef2e353a569ddede68bd29131,667401fe63e5df61d127d8670a6dc63d049f3631,4,False,38.123512162411544
2048,7095f5c714c0c6ad877162ce30c2f376ebc5e269,ce38b7a0143ecf6d0938eb9c5965934865d28f82,4,False,153.79535070361902
2049,7095f5c714c0c6ad877162ce30c2f376ebc5e269,bd1dad58964790cf2e0045b2bc2a07d275f37789,5,False,163.02674400528193
2051,7095f5c714c0c6ad877162ce30c2f376ebc5e269,00e9ad82a2bb18b94e15010de34ca470c684895c,6,False,166.54364085873647
2066,7095f5c714c0c6ad877162ce30c2f376ebc5e269,1f3b15c188ee8410c342f387e61ec571759dd287,6,False,161.36649298273142
2072,7095f5c714c0c6ad877162ce30c2f376ebc5e269,18ab02548f0bb37734e90388669b479578ea4550,6,False,181.914580415693
2074,7095f5c714c0c6ad877162ce30c2f376ebc5e269,04282d7cc824dfc57582d8f3abc44afe7c58fc4c,5,False,154.85117043591512
2076,7095f5c714c0c6ad877162ce30c2f376ebc5e269,322ed43aace4914640ef1e1ee3a7e796f55e6606,5,False,153.40431876867268
2089,7095f5c714c0c6ad877162ce30c2f376ebc5e269,79fe558ea9e13f4bdbbd1c8ddef8e863c0839d80,5,False,159.3551142161516
2094,7095f5c714c0c6ad877162ce30c2f376ebc5e269,fe1f6a674cd1b7bb612b145bbb62eed61fbc9833,6,False,170.43200462489713
2112,ecf833c44f118533da76ffab57b0dae6bcb0be8f,7400f953e1b12888e857b67ff4fd60f4b15f259c,4,False,104.53757588856152
2138,ecf833c44f118533da76ffab57b0dae6bcb0be8f,615b73057d8b0ac9fb251db70264ee0e9131086c,4,False,146.9255685769554
2142,ecf833c44f118533da76ffab57b0dae6bcb0be8f,26cf1230a1042ae5b8570c221c079fc5b9a32b8b,4,False,133.50894870800713
2179,ecf833c44f118533da76ffab57b0dae6bcb0be8f,3dabda9bee839bb5e39884e4bd7d08385e36d9b9,6,False,140.35177135864453
